Applicant_Gender,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Business_Sourced,zipcode_grp_x,zipcode_grp_y,Manager_Joining_Quarter,Application_Receipt_Quarter,Manager_Joining_Year,Application_Receipt_Year,Applicant_Marital_Status_M,Applicant_Marital_Status_S,Applicant_Marital_Status_W,Applicant_Occupation_Others,Applicant_Occupation_Salaried,Applicant_Occupation_Self Employed,Applicant_Occupation_Student,Applicant_Qualification_Associate/Fellow of Acturial Society of India,Applicant_Qualification_Associate/Fellow of Institute of Company Secretories of India,Applicant_Qualification_Associate/Fellow of Insurance Institute of India,Applicant_Qualification_Certified Associateship of Indian Institute of Bankers,Applicant_Qualification_Class X,Applicant_Qualification_Class XII,Applicant_Qualification_Graduate,Applicant_Qualification_Masters of Business Administration,Applicant_Qualification_Others,Applicant_Qualification_Professional Qualification in Marketing
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,0,5.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,2.0,2.0,137973.0,7.0,0,0,0,3,4,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,6.0,0,0,2.0,2.0,781512.0,13.0,1,0,9,4,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,0,5.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,5.0,1,0,1.0,0.0,0.0,0.0,0,0,4,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,4.0,2.0,170734.0,13.0,0,0,0,4,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,1,1,1.0,1.0,137454.0,5.0,0,0,4,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,7.0,2.0,50000.0,1.0,0,0,4,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,0.0,0.0,0.0,0.0,0,0,4,4,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,4.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,7.0,1.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,2.0,205569.0,9.0,0,0,0,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,1,1.0,0.0,0.0,0.0,1,0,4,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,1,2.0,3.0,392234.0,15.0,0,0,9,2,4,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,1,0.0,0.0,221883.0,12.0,0,0,0,3,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,2.0,2.0,142440.0,4.0,1,0,9,3,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,9.0,4.0,44423.0,3.0,0,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,3.0,2.0,434792.0,13.0,0,0,4,1,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,5.0,2.0,48501.0,1.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,0,0,0,4,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,0.0,156989.0,4.0,0,0,4,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,4.0,0.0,180244.0,9.0,0,0,0,1,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,5,6.0,0,0,0.0,1.0,481439.0,9.0,0,0,0,2,4,2001,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,4.0,2.0,296917.0,13.0,0,0,0,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,4.0,0.0,347575.0,21.0,1,0,4,4,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,2.0,0.0,25000.0,1.0,1,0,9,3,4,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,1.0,0.0,56588.0,2.0,1,0,9,2,4,2001,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,254638.0,16.0,1,0,4,4,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,146623.0,6.0,1,0,9,1,4,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,6.0,0,0,3.0,5.0,415525.0,9.0,1,0,9,1,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,3.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,4.0,0.0,347575.0,21.0,1,0,9,4,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,1.0,19323.0,1.0,1,0,9,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,2.0,2.0,549615.0,16.0,1,0,9,4,4,2001,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,5.0,1.0,10013.0,1.0,1,0,0,3,4,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,2.0,1.0,120454.0,8.0,1,0,0,4,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,4,5.0,0,0,1.0,1.0,85764.0,7.0,0,0,9,3,4,2003,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,1,1.0,1.0,300000.0,7.0,1,0,0,3,4,2004,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,0.0,0.0,365829.0,19.0,1,0,4,4,4,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,2.0,2.0,192953.0,10.0,0,0,0,3,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,1,0,9,4,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,4.0,3.0,447560.0,9.0,0,0,0,3,4,2002,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,1.0,223200.0,12.0,0,0,0,4,4,2004,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,1.0,223200.0,12.0,0,0,0,4,4,2004,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,5.0,0.0,270376.0,13.0,0,0,0,4,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,9.0,4.0,44423.0,3.0,1,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,1.0,135924.0,6.0,1,0,0,3,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,2.0,178063.0,8.0,1,0,0,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,4.0,0.0,180244.0,9.0,0,0,0,1,4,2005,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,6.0,0,0,3.0,1.0,238274.0,13.0,1,0,0,4,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,3.0,1.0,60000.0,3.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,2.0,205569.0,9.0,0,0,0,2,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,0.0,0.0,0.0,1,0,9,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,0,1.0,0.0,0.0,0.0,1,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,2.0,3.0,514169.0,23.0,0,0,9,4,4,2006,2007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,2.0,3.0,514169.0,23.0,0,0,0,4,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,6.0,1,0,4.0,3.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,7.0,1.0,60000.0,1.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,1.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,1.0,0.0,184910.0,11.0,1,0,9,2,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,5.0,1,0,8.0,4.0,15254.0,1.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,54885.0,5.0,1,0,0,1,4,2004,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,4,4,5.0,1,0,8.0,3.0,25000.0,1.0,1,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,3,4.0,0,0,3.0,1.0,167017.0,9.0,1,0,9,4,4,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,9.0,4.0,44423.0,3.0,1,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,1,2.0,1.0,400738.0,15.0,1,0,0,4,4,2002,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,5.0,0,0,3.0,1.0,468910.0,33.0,0,0,0,3,4,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,1,2.0,2.0,117534.0,5.0,1,9,9,3,4,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3,4.0,1,1,3.0,1.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,4,5.0,0,0,2.0,1.0,220000.0,2.0,0,0,0,3,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,5,6.0,0,0,2.0,0.0,641121.0,19.0,0,0,0,3,4,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,5.0,3.0,35153.0,2.0,0,0,0,2,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,1.0,1.0,0.0,0.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,1.0,0.0,182902.0,10.0,0,0,0,3,4,2003,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,2.0,2.0,205855.0,10.0,0,0,0,3,4,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,5.0,0.0,270376.0,13.0,0,0,0,4,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,507635.0,14.0,0,0,0,2,4,2004,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,6.0,3.0,194553.0,9.0,0,0,0,2,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,1.0,0.0,178654.0,11.0,0,0,4,4,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,1.0,74642.0,3.0,0,0,0,3,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,4.0,0.0,132642.0,9.0,0,0,0,3,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,0,7.0,1.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,7.0,1.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,0,1.0,0.0,97276.0,5.0,0,0,0,2,4,2002,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,4.0,2.0,31803.0,3.0,0,0,0,2,4,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,1.0,0.0,0.0,0.0,0,0,4,3,4,2007,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,1,0.0,0.0,0.0,0.0,1,0,0,4,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,2.0,414124.0,13.0,1,0,0,4,4,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,4.0,3.0,75393.0,4.0,1,0,4,3,4,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,6.0,0,0,3.0,1.0,238274.0,13.0,1,0,4,4,4,2003,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,0,0,4.0,4.0,365149.0,7.0,1,0,9,2,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,0,1.0,0.0,0.0,0.0,1,0,9,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,4.0,2.0,357093.0,18.0,1,0,0,3,4,2002,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,4.0,1.0,263151.0,12.0,1,0,0,2,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,5.0,1,0,1.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,4.0,3.0,447560.0,9.0,1,0,9,3,4,2002,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,5.0,1,0,8.0,3.0,25000.0,1.0,1,0,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,2.0,2.0,549615.0,16.0,1,0,4,4,4,2001,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,2.0,2.0,181524.0,4.0,1,9,0,2,4,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,2.0,205569.0,9.0,1,0,0,2,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,484061.0,18.0,1,0,0,3,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,2,3.0,0,0,5.0,0.0,270376.0,13.0,0,0,0,4,4,2005,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,5.0,1.0,283401.0,15.0,1,0,9,4,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,4,6.0,0,0,1.0,0.0,383640.0,16.0,1,0,9,3,4,2001,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,1.0,105029.0,5.0,0,0,0,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,0.0,267834.0,10.0,0,0,0,1,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,2.0,0.0,292272.0,9.0,0,0,0,3,4,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,7.0,1.0,55966.0,4.0,0,0,0,2,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,1.0,225456.0,16.0,0,0,0,2,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,5.0,2.0,12368.0,1.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,1.0,1.0,258167.0,6.0,0,0,0,3,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,2.0,414124.0,13.0,0,0,0,4,4,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,4,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,12.0,4.0,51368.0,3.0,0,0,0,2,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,0,0,1.0,2.0,201000.0,3.0,0,0,0,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,6.0,3.0,64486.0,5.0,0,0,0,4,4,2003,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3,4.0,1,0,3.0,1.0,60000.0,3.0,0,0,4,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,0,1.0,0.0,215507.0,14.0,1,0,0,3,4,2001,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,1.0,101714.0,4.0,0,0,0,2,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,3.0,2.0,165384.0,9.0,0,0,4,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,7.0,4.0,50279.0,2.0,0,0,0,3,4,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,159200.0,10.0,0,0,0,3,4,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,1.0,1.0,260294.0,16.0,0,0,0,3,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,5.0,1.0,283401.0,15.0,0,0,0,4,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,0.0,163948.0,11.0,0,0,0,3,4,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,4.0,0.0,10009.0,1.0,0,0,0,3,4,2007,2007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,4,5.0,0,0,0.0,1.0,363658.0,21.0,0,0,9,2,4,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,4.0,2.0,67143.0,5.0,0,0,0,2,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,2.0,1.0,308168.0,16.0,0,0,0,4,4,2004,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,0,0,0,4,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,4,2007,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,11.0,9.0,148270.0,6.0,0,0,9,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,6.0,1,0,7.0,4.0,0.0,0.0,0,9,0,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,4.0,2.0,143122.0,8.0,0,0,0,2,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3,4.0,1,0,2.0,0.0,0.0,0.0,0,9,0,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,1,0,4,4,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,1,0,9,3,4,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,1,1.0,1.0,137454.0,5.0,1,0,4,3,4,2007,2007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,1.0,135924.0,6.0,1,0,0,3,4,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3,4.0,1,0,2.0,0.0,20000.0,1.0,1,0,9,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,2.0,0.0,113727.0,7.0,1,0,0,2,4,2004,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,5,6.0,0,1,2.0,3.0,433058.0,12.0,1,0,9,4,4,2001,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,1,0,4,4,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,1,0,0.0,0.0,0.0,0.0,1,0,0,4,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,1,0,0.0,0.0,0.0,0.0,1,0,9,4,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,1,3.0,2.0,796567.0,6.0,1,0,4,2,4,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,1.0,0.0,184910.0,11.0,0,0,0,2,4,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,0,2.0,0.0,0.0,0.0,0,0,0,3,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,4.0,2.0,207060.0,11.0,1,0,0,4,4,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,3.0,2.0,399974.0,19.0,1,0,9,4,4,2005,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,0.0,142800.0,8.0,1,0,0,2,4,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,1,0,0.0,0.0,0.0,0.0,1,0,0,4,4,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,1,0,9,3,4,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
